id,type,latin,language,preferred_term,aliases,status,source_refs
artery_ulnar,artery,arteria ulnaris,sk,lakťová tepna,,seed_needs_review,terminology_seed_v2.2
artery_ulnar,artery,arteria ulnaris,de,Ellenarterie,,seed_needs_review,terminology_seed_v2.2
artery_celiac_trunk,artery,truncus coeliacus,sk,brušný kmeň,,seed_needs_review,terminology_seed_v2.2
artery_celiac_trunk,artery,truncus coeliacus,de,Truncus coeliacus,,seed_needs_review,terminology_seed_v2.2
artery_superior_mesenteric,artery,arteria mesenterica superior,sk,horná mezenterická tepna,,seed_needs_review,terminology_seed_v2.2
artery_superior_mesenteric,artery,arteria mesenterica superior,de,obere Mesenterialarterie,,seed_needs_review,terminology_seed_v2.2
artery_inferior_mesenteric,artery,arteria mesenterica inferior,sk,dolná mezenterická tepna,,seed_needs_review,terminology_seed_v2.2
artery_inferior_mesenteric,artery,arteria mesenterica inferior,de,untere Mesenterialarterie,,seed_needs_review,terminology_seed_v2.2
artery_common_iliac,artery,arteria iliaca communis,sk,spoločná bedrová tepna,,seed_needs_review,terminology_seed_v2.2
artery_common_iliac,artery,arteria iliaca communis,de,gemeinsame Darmbeinarterie,,seed_needs_review,terminology_seed_v2.2
artery_internal_iliac,artery,arteria iliaca interna,sk,vnútorná bedrová tepna,,seed_needs_review,terminology_seed_v2.2
artery_internal_iliac,artery,arteria iliaca interna,de,innere Darmbeinarterie,,seed_needs_review,terminology_seed_v2.2
artery_external_iliac,artery,arteria iliaca externa,sk,vonkajšia bedrová tepna,,seed_needs_review,terminology_seed_v2.2
artery_external_iliac,artery,arteria iliaca externa,de,äußere Darmbeinarterie,,seed_needs_review,terminology_seed_v2.2
artery_femoral,artery,arteria femoralis,sk,stehenná tepna,,seed_needs_review,terminology_seed_v2.2
artery_femoral,artery,arteria femoralis,de,Oberschenkelarterie,,seed_needs_review,terminology_seed_v2.2
artery_popliteal,artery,arteria poplitea,sk,zákolenná tepna,,seed_needs_review,terminology_seed_v2.2
artery_popliteal,artery,arteria poplitea,de,Kniekehlenarterie,,seed_needs_review,terminology_seed_v2.2
artery_anterior_tibial,artery,arteria tibialis anterior,sk,predná píšťalová tepna,,seed_needs_review,terminology_seed_v2.2
artery_anterior_tibial,artery,arteria tibialis anterior,de,vordere Schienbeinarterie,,seed_needs_review,terminology_seed_v2.2
artery_posterior_tibial,artery,arteria tibialis posterior,sk,zadná píšťalová tepna,,seed_needs_review,terminology_seed_v2.2
artery_posterior_tibial,artery,arteria tibialis posterior,de,hintere Schienbeinarterie,,seed_needs_review,terminology_seed_v2.2
vein_superior_vena_cava,vein,vena cava superior,sk,horná dutá žila,,seed_needs_review,terminology_seed_v2.2
vein_superior_vena_cava,vein,vena cava superior,de,obere Hohlvene,,seed_needs_review,terminology_seed_v2.2
vein_inferior_vena_cava,vein,vena cava inferior,sk,dolná dutá žila,,seed_needs_review,terminology_seed_v2.2
vein_inferior_vena_cava,vein,vena cava inferior,de,untere Hohlvene,,seed_needs_review,terminology_seed_v2.2
vein_internal_jugular,vein,vena jugularis interna,sk,vnútorná hrdelná žila,,seed_needs_review,terminology_seed_v2.2
vein_internal_jugular,vein,vena jugularis interna,de,innere Drosselvene,,seed_needs_review,terminology_seed_v2.2
vein_subclavian,vein,vena subclavia,sk,podkľúčna žila,,seed_needs_review,terminology_seed_v2.2
vein_subclavian,vein,vena subclavia,de,Unterschlüsselbeinvene,,seed_needs_review,terminology_seed_v2.2
vein_brachiocephalic,vein,vena brachiocephalica,sk,ramennohlavová žila,,seed_needs_review,terminology_seed_v2.2
vein_brachiocephalic,vein,vena brachiocephalica,de,Arm-Kopf-Vene,,seed_needs_review,terminology_seed_v2.2
vein_axillary,vein,vena axillaris,sk,podpazušná žila,,seed_needs_review,terminology_seed_v2.2
vein_axillary,vein,vena axillaris,de,Achselvene,,seed_needs_review,terminology_seed_v2.2
vein_cephalic,vein,vena cephalica,sk,hlavová žila,,seed_needs_review,terminology_seed_v2.2
vein_cephalic,vein,vena cephalica,de,Vena cephalica,,seed_needs_review,terminology_seed_v2.2
vein_basilic,vein,vena basilica,sk,bazilická žila,,seed_needs_review,terminology_seed_v2.2
vein_basilic,vein,vena basilica,de,Vena basilica,,seed_needs_review,terminology_seed_v2.2
vein_portal,vein,vena portae hepatis,sk,vrátnicová žila,,seed_needs_review,terminology_seed_v2.2
vein_portal,vein,vena portae hepatis,de,Pfortader,,seed_needs_review,terminology_seed_v2.2
vein_femoral,vein,vena femoralis,sk,stehenná žila,,seed_needs_review,terminology_seed_v2.2
vein_femoral,vein,vena femoralis,de,Oberschenkelvene,,seed_needs_review,terminology_seed_v2.2
vein_great_saphenous,vein,vena saphena magna,sk,veľká skrytá žila,,seed_needs_review,terminology_seed_v2.2
vein_great_saphenous,vein,vena saphena magna,de,große Rosenvene,Vena saphena magna,seed_needs_review,terminology_seed_v2.2
sinus_cavernous,venous_sinus,sinus cavernosus,sk,dutinový splav,,seed_needs_review,terminology_seed_v2.2
sinus_cavernous,venous_sinus,sinus cavernosus,de,Sinus cavernosus,,seed_needs_review,terminology_seed_v2.2
sinus_dural_venous,venous_sinus,sinus durae matris,sk,splavy tvrdej mozgovej pleny,,seed_needs_review,terminology_seed_v2.2
sinus_dural_venous,venous_sinus,sinus durae matris,de,Hirnhautsinus,,seed_needs_review,terminology_seed_v2.2
plexus_brachial,nerve_plexus,plexus brachialis,de,Armgeflecht,,seed_needs_review,terminology_seed_v2.2
plexus_lumbar,nerve_plexus,plexus lumbalis,sk,driekový pletenec,,seed_needs_review,terminology_seed_v2.2
plexus_lumbar,nerve_plexus,plexus lumbalis,de,Lendengeflecht,,seed_needs_review,terminology_seed_v2.2
plexus_sacral,nerve_plexus,plexus sacralis,sk,krížový pletenec,,seed_needs_review,terminology_seed_v2.2
plexus_sacral,nerve_plexus,plexus sacralis,de,Kreuzbeingeflecht,,seed_needs_review,terminology_seed_v2.2
nerve_musculocutaneous,nerve,nervus musculocutaneus,sk,svalovokožný nerv,,seed_needs_review,terminology_seed_v2.2
nerve_musculocutaneous,nerve,nervus musculocutaneus,de,Muskel-Haut-Nerv,,seed_needs_review,terminology_seed_v2.2
nerve_median,nerve,nervus medianus,sk,stredový nerv,,seed_needs_review,terminology_seed_v2.2
nerve_median,nerve,nervus medianus,de,Medianusnerv,,seed_needs_review,terminology_seed_v2.2
nerve_ulnar,nerve,nervus ulnaris,sk,lakťový nerv,,seed_needs_review,terminology_seed_v2.2
nerve_ulnar,nerve,nervus ulnaris,de,Ulnarisnerv,,seed_needs_review,terminology_seed_v2.2
nerve_radial,nerve,nervus radialis,de,Radialisnerv,,seed_needs_review,terminology_seed_v2.2
nerve_axillary,nerve,nervus axillaris,de,Axillarisnerv,,seed_needs_review,terminology_seed_v2.2
nerve_femoral,nerve,nervus femoralis,de,Femoralisnerv,,seed_needs_review,terminology_seed_v2.2
nerve_obturator,nerve,nervus obturatorius,de,Obturatoriusnerv,,seed_needs_review,terminology_seed_v2.2
nerve_sciatic,nerve,nervus ischiadicus,de,Ischiasnerv,,seed_needs_review,terminology_seed_v2.2
nerve_tibial,nerve,nervus tibialis,de,Tibialisnerv,,seed_needs_review,terminology_seed_v2.2
nerve_common_fibular,nerve,nervus fibularis communis,sk,spoločný ihlicový nerv,spoločný lýtkový nerv,seed_needs_review,terminology_seed_v2.2
nerve_common_fibular,nerve,nervus fibularis communis,de,gemeinsamer Wadenbeinnerv,,seed_needs_review,terminology_seed_v2.2
nerve_cn_i,cranial_nerve,nervus olfactorius,sk,čuchový nerv (I),,seed_needs_review,terminology_seed_v2.2
nerve_cn_i,cranial_nerve,nervus olfactorius,de,Riechnerv (I),,seed_needs_review,terminology_seed_v2.2
nerve_cn_ii,cranial_nerve,nervus opticus,sk,zrakový nerv (II),,seed_needs_review,terminology_seed_v2.2
nerve_cn_ii,cranial_nerve,nervus opticus,de,Sehnerv (II),,seed_needs_review,terminology_seed_v2.2
nerve_cn_iii,cranial_nerve,nervus oculomotorius,sk,okohybný nerv (III),,seed_needs_review,terminology_seed_v2.2
nerve_cn_iii,cranial_nerve,nervus oculomotorius,de,Augenbewegungsnerv (III),,seed_needs_review,terminology_seed_v2.2
nerve_cn_iv,cranial_nerve,nervus trochlearis,sk,kladkový nerv (IV),,seed_needs_review,terminology_seed_v2.2
nerve_cn_iv,cranial_nerve,nervus trochlearis,de,Rollnerv (IV),,seed_needs_review,terminology_seed_v2.2
nerve_cn_v,cranial_nerve,nervus trigeminus,sk,trojklaný nerv (V),,seed_needs_review,terminology_seed_v2.2
nerve_cn_v,cranial_nerve,nervus trigeminus,de,Drillingsnerv (V),,seed_needs_review,terminology_seed_v2.2
nerve_cn_vi,cranial_nerve,nervus abducens,sk,odťahovací nerv (VI),,seed_needs_review,terminology_seed_v2.2
nerve_cn_vi,cranial_nerve,nervus abducens,de,Abziehnerv (VI),,seed_needs_review,terminology_seed_v2.2
nerve_cn_vii,cranial_nerve,nervus facialis,sk,tvárový nerv (VII),,seed_needs_review,terminology_seed_v2.2
nerve_cn_vii,cranial_nerve,nervus facialis,de,Gesichtsnerv (VII),,seed_needs_review,terminology_seed_v2.2
nerve_cn_viii,cranial_nerve,nervus vestibulocochlearis,sk,predsieňovoslimákový nerv (VIII),,seed_needs_review,terminology_seed_v2.2
nerve_cn_viii,cranial_nerve,nervus vestibulocochlearis,de,Hör- und Gleichgewichtsnerv (VIII),,seed_needs_review,terminology_seed_v2.2
nerve_cn_ix,cranial_nerve,nervus glossopharyngeus,sk,jazykovohltanový nerv (IX),,seed_needs_review,terminology_seed_v2.2
nerve_cn_ix,cranial_nerve,nervus glossopharyngeus,de,Zungen-Rachen-Nerv (IX),,seed_needs_review,terminology_seed_v2.2
nerve_cn_x,cranial_nerve,nervus vagus,sk,blúdivý nerv (X),,seed_needs_review,terminology_seed_v2.2
nerve_cn_x,cranial_nerve,nervus vagus,de,Vagusnerv (X),,seed_needs_review,terminology_seed_v2.2
nerve_cn_xi,cranial_nerve,nervus accessorius,sk,prídavný nerv (XI),,seed_needs_review,terminology_seed_v2.2
nerve_cn_xi,cranial_nerve,nervus accessorius,de,Zusatznerv (XI),,seed_needs_review,terminology_seed_v2.2
nerve_cn_xii,cranial_nerve,nervus hypoglossus,sk,podjazykový nerv (XII),,seed_needs_review,terminology_seed_v2.2
nerve_cn_xii,cranial_nerve,nervus hypoglossus,de,Unterzungennerv (XII),,seed_needs_review,terminology_seed_v2.2
foramen_magnum,foramen,foramen magnum,sk,veľký záhlavový otvor,,seed_needs_review,terminology_seed_v2.2
foramen_magnum,foramen,foramen magnum,de,großes Hinterhauptloch,,seed_needs_review,terminology_seed_v2.2
canal_optic,canal,canalis opticus,sk,zrakový kanál,,seed_needs_review,terminology_seed_v2.2
canal_optic,canal,canalis opticus,de,Sehnervenkanal,,seed_needs_review,terminology_seed_v2.2
fissure_superior_orbital,fissure,fissura orbitalis superior,sk,horná očnicová štrbina,,seed_needs_review,terminology_seed_v2.2
fissure_superior_orbital,fissure,fissura orbitalis superior,de,obere Augenhöhlenspalte,,seed_needs_review,terminology_seed_v2.2
foramen_rotundum,foramen,foramen rotundum,sk,okrúhly otvor,,seed_needs_review,terminology_seed_v2.2
foramen_rotundum,foramen,foramen rotundum,de,rundes Loch,,seed_needs_review,terminology_seed_v2.2
foramen_ovale,foramen,foramen ovale,sk,oválny otvor,,seed_needs_review,terminology_seed_v2.2
foramen_ovale,foramen,foramen ovale,de,ovales Loch,,seed_needs_review,terminology_seed_v2.2
foramen_spinosum,foramen,foramen spinosum,sk,tŕňový otvor,,seed_needs_review,terminology_seed_v2.2
foramen_spinosum,foramen,foramen spinosum,de,Dornloch,,seed_needs_review,terminology_seed_v2.2
foramen_jugular,foramen,foramen jugulare,sk,hrdelný otvor,,seed_needs_review,terminology_seed_v2.2
foramen_jugular,foramen,foramen jugulare,de,Drosselloch,,seed_needs_review,terminology_seed_v2.2
canal_hypoglossal,canal,canalis nervi hypoglossi,sk,kanál podjazykového nervu,,seed_needs_review,terminology_seed_v2.2
canal_hypoglossal,canal,canalis nervi hypoglossi,de,Hypoglossuskanal,,seed_needs_review,terminology_seed_v2.2
space_pterygopalatine_fossa,space,fossa pterygopalatina,sk,krídlovopodnebná jama,,seed_needs_review,terminology_seed_v2.2
space_pterygopalatine_fossa,space,fossa pterygopalatina,de,Flügelgaumengrube,,seed_needs_review,terminology_seed_v2.2
space_infratemporal_fossa,space,fossa infratemporalis,sk,podspánková jama,,seed_needs_review,terminology_seed_v2.2
space_infratemporal_fossa,space,fossa infratemporalis,de,Unterschläfengrube,,seed_needs_review,terminology_seed_v2.2
organ_heart,organ,cor,de,Herz,,seed_needs_review,terminology_seed_v2.2
organ_lung,organ,pulmo,sk,pľúca,,seed_needs_review,terminology_seed_v2.2
organ_lung,organ,pulmo,de,Lunge,,seed_needs_review,terminology_seed_v2.2
structure_pleura,serous_membrane,pleura,sk,pohrudnica,,seed_needs_review,terminology_seed_v2.2
structure_pleura,serous_membrane,pleura,de,Pleura,,seed_needs_review,terminology_seed_v2.2
structure_trachea,airway,trachea,de,Luftröhre,,seed_needs_review,terminology_seed_v2.2
structure_larynx,airway,larynx,sk,hrtan,,seed_needs_review,terminology_seed_v2.2
structure_larynx,airway,larynx,de,Kehlkopf,,seed_needs_review,terminology_seed_v2.2
organ_stomach,organ,gaster,sk,žalúdok,,seed_needs_review,terminology_seed_v2.2
organ_stomach,organ,gaster,de,Magen,,seed_needs_review,terminology_seed_v2.2
organ_small_intestine,organ,intestinum tenue,de,Dünndarm,,seed_needs_review,terminology_seed_v2.2
organ_large_intestine,organ,intestinum crassum,de,Dickdarm,,seed_needs_review,terminology_seed_v2.2
organ_liver,organ,hepar,sk,pečeň,,seed_needs_review,terminology_seed_v2.2
organ_liver,organ,hepar,de,Leber,,seed_needs_review,terminology_seed_v2.2
organ_pancreas,organ,pancreas,de,Bauchspeicheldrüse,Pankreas,seed_needs_review,terminology_seed_v2.2
structure_peritoneum,serous_membrane,peritoneum,sk,pobrušnica,,seed_needs_review,terminology_seed_v2.2
structure_peritoneum,serous_membrane,peritoneum,de,Bauchfell,,seed_needs_review,terminology_seed_v2.2
organ_kidney,organ,ren,de,Niere,,seed_needs_review,terminology_seed_v2.2
structure_ureter,duct,ureter,sk,močovod,,seed_needs_review,terminology_seed_v2.2
structure_ureter,duct,ureter,de,Harnleiter,,seed_needs_review,terminology_seed_v2.2
organ_urinary_bladder,organ,vesica urinaria,de,Harnblase,,seed_needs_review,terminology_seed_v2.2
organ_spinal_cord,organ,medulla spinalis,de,Rückenmark,,seed_needs_review,terminology_seed_v2.2
organ_brainstem,organ,truncus encephali,sk,mozgový kmeň,,seed_needs_review,terminology_seed_v2.2
organ_brainstem,organ,truncus encephali,de,Hirnstamm,,seed_needs_review,terminology_seed_v2.2
organ_cerebellum,organ,cerebellum,de,Kleinhirn,,seed_needs_review,terminology_seed_v2.2
organ_diencephalon,organ,diencephalon,sk,medzimozog,,seed_needs_review,terminology_seed_v2.2
organ_diencephalon,organ,diencephalon,de,Zwischenhirn,,seed_needs_review,terminology_seed_v2.2
organ_telencephalon,organ,telencephalon,sk,koncový mozog,,seed_needs_review,terminology_seed_v2.2
organ_telencephalon,organ,telencephalon,de,Endhirn,,seed_needs_review,terminology_seed_v2.2
structure_ventricles,cavity_system,ventriculi cerebri,sk,mozgové komory,,seed_needs_review,terminology_seed_v2.2
structure_ventricles,cavity_system,ventriculi cerebri,de,Hirnventrikel,,seed_needs_review,terminology_seed_v2.2
structure_meninges,membrane,meninges,sk,mozgové a miechové obaly,,seed_needs_review,terminology_seed_v2.2
structure_meninges,membrane,meninges,de,Hirn- und Rückenmarkshäute,,seed_needs_review,terminology_seed_v2.2
organ_eye,organ,bulbus oculi,sk,očná guľa,,seed_needs_review,terminology_seed_v2.2
organ_eye,organ,bulbus oculi,de,Augapfel,,seed_needs_review,terminology_seed_v2.2
organ_ear,organ,auris,sk,ucho,,seed_needs_review,terminology_seed_v2.2
organ_ear,organ,auris,de,Ohr,,seed_needs_review,terminology_seed_v2.2
bone_atlas,bone,atlas,sk,nosič (C1),,seed_needs_review,terminology_seed_v2.2
bone_atlas,bone,atlas,de,Atlas (C1),,seed_needs_review,terminology_seed_v2.2
bone_axis,bone,axis,sk,čapovec (C2),,seed_needs_review,terminology_seed_v2.2
bone_axis,bone,axis,de,Axis (C2),,seed_needs_review,terminology_seed_v2.2
bone_cervical_vertebra,bone_group,vertebrae cervicales,sk,krčné stavce,,seed_needs_review,terminology_seed_v2.2
bone_cervical_vertebra,bone_group,vertebrae cervicales,de,Halswirbel,,seed_needs_review,terminology_seed_v2.2
bone_thoracic_vertebra,bone_group,vertebrae thoracicae,sk,hrudníkové stavce,,seed_needs_review,terminology_seed_v2.2
bone_thoracic_vertebra,bone_group,vertebrae thoracicae,de,Brustwirbel,,seed_needs_review,terminology_seed_v2.2
bone_lumbar_vertebra,bone_group,vertebrae lumbales,sk,driekové stavce,,seed_needs_review,terminology_seed_v2.2
bone_lumbar_vertebra,bone_group,vertebrae lumbales,de,Lendenwirbel,,seed_needs_review,terminology_seed_v2.2
bone_sacrum,bone,os sacrum,sk,krížová kosť,,seed_needs_review,terminology_seed_v2.2
bone_sacrum,bone,os sacrum,de,Kreuzbein,,seed_needs_review,terminology_seed_v2.2
bone_coccyx,bone,os coccygis,sk,kostrč,,seed_needs_review,terminology_seed_v2.2
bone_coccyx,bone,os coccygis,de,Steißbein,,seed_needs_review,terminology_seed_v2.2
bone_zygomatic,bone,os zygomaticum,sk,jarmová kosť,,seed_needs_review,terminology_seed_v2.2
bone_zygomatic,bone,os zygomaticum,de,Jochbein,,seed_needs_review,terminology_seed_v2.2
bone_nasal,bone,os nasale,sk,nosová kosť,,seed_needs_review,terminology_seed_v2.2
bone_nasal,bone,os nasale,de,Nasenbein,,seed_needs_review,terminology_seed_v2.2
bone_lacrimal,bone,os lacrimale,sk,slzná kosť,,seed_needs_review,terminology_seed_v2.2
bone_lacrimal,bone,os lacrimale,de,Tränenbein,,seed_needs_review,terminology_seed_v2.2
bone_vomer,bone,vomer,sk,čerieslo,,seed_needs_review,terminology_seed_v2.2
bone_vomer,bone,vomer,de,Pflugscharbein,,seed_needs_review,terminology_seed_v2.2
bone_inferior_nasal_concha,bone,concha nasalis inferior,sk,dolná nosová mušľa,,seed_needs_review,terminology_seed_v2.2
bone_inferior_nasal_concha,bone,concha nasalis inferior,de,untere Nasenmuschel,,seed_needs_review,terminology_seed_v2.2
bone_hyoid,bone,os hyoideum,sk,jazylka,,seed_needs_review,terminology_seed_v2.2
bone_hyoid,bone,os hyoideum,de,Zungenbein,,seed_needs_review,terminology_seed_v2.2
bone_scaphold_carpal,bone,os scaphoideum,sk,člnkovitá kosť zápästia,,seed_needs_review,terminology_seed_v2.2
bone_scaphold_carpal,bone,os scaphoideum,de,Kahnbein der Hand,,seed_needs_review,terminology_seed_v2.2
bone_lunate,bone,os lunatum,sk,polmesiačikovitá kosť,,seed_needs_review,terminology_seed_v2.2
bone_lunate,bone,os lunatum,de,Mondbein,,seed_needs_review,terminology_seed_v2.2
bone_triquetrum,bone,os triquetrum,sk,trojhranná kosť,,seed_needs_review,terminology_seed_v2.2
bone_triquetrum,bone,os triquetrum,de,Dreiecksbein,,seed_needs_review,terminology_seed_v2.2
bone_pisiform,bone,os pisiforme,sk,hráškovitá kosť,,seed_needs_review,terminology_seed_v2.2
bone_pisiform,bone,os pisiforme,de,Erbsenbein,,seed_needs_review,terminology_seed_v2.2
bone_trapezium,bone,os trapezium,sk,lichobežníková kosť,,seed_needs_review,terminology_seed_v2.2
bone_trapezium,bone,os trapezium,de,großes Vieleckbein,,seed_needs_review,terminology_seed_v2.2
bone_trapezoid,bone,os trapezoideum,sk,lichobežníčková kosť,,seed_needs_review,terminology_seed_v2.2
bone_trapezoid,bone,os trapezoideum,de,kleines Vieleckbein,,seed_needs_review,terminology_seed_v2.2
bone_capitate,bone,os capitatum,sk,hlavatá kosť,,seed_needs_review,terminology_seed_v2.2
bone_capitate,bone,os capitatum,de,Kopfbein,,seed_needs_review,terminology_seed_v2.2
bone_hamate,bone,os hamatum,sk,hákovitá kosť,,seed_needs_review,terminology_seed_v2.2
bone_hamate,bone,os hamatum,de,Hakenbein,,seed_needs_review,terminology_seed_v2.2
bone_metacarpals,bone_group,ossa metacarpi,sk,záprstné kosti,,seed_needs_review,terminology_seed_v2.2
bone_metacarpals,bone_group,ossa metacarpi,de,Mittelhandknochen,,seed_needs_review,terminology_seed_v2.2
bone_hand_phalanges,bone_group,phalanges manus,sk,články prstov ruky,,seed_needs_review,terminology_seed_v2.2
bone_hand_phalanges,bone_group,phalanges manus,de,Fingerknochen,,seed_needs_review,terminology_seed_v2.2
bone_talus,bone,talus,sk,členková kosť,,seed_needs_review,terminology_seed_v2.2
bone_talus,bone,talus,de,Sprungbein,,seed_needs_review,terminology_seed_v2.2
bone_calcaneus,bone,calcaneus,sk,pätová kosť,,seed_needs_review,terminology_seed_v2.2
bone_calcaneus,bone,calcaneus,de,Fersenbein,,seed_needs_review,terminology_seed_v2.2
bone_navicular,bone,os naviculare,sk,člnkovitá kosť nohy,,seed_needs_review,terminology_seed_v2.2
bone_navicular,bone,os naviculare,de,Kahnbein des Fußes,,seed_needs_review,terminology_seed_v2.2
bone_cuboid,bone,os cuboideum,sk,kockovitá kosť,,seed_needs_review,terminology_seed_v2.2
bone_cuboid,bone,os cuboideum,de,Würfelbein,,seed_needs_review,terminology_seed_v2.2
bone_cuneiforms,bone_group,ossa cuneiformia,sk,klinovité kosti,,seed_needs_review,terminology_seed_v2.2
bone_cuneiforms,bone_group,ossa cuneiformia,de,Keilbeine,,seed_needs_review,terminology_seed_v2.2
